strain	virus	isolate_id	date	region	country	division	location	host	authors
A/Jiangsu/6/2013	avian_flu	EPI447679	2013-04-10	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60447/2016	avian_flu	EPI887969	2016-12-16	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60450/2016	avian_flu	EPI887961	2016-12-19	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60451/2016	avian_flu	EPI887953	2016-12-19	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60452/2016	avian_flu	EPI888065	2016-12-19	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60454/2016	avian_flu	EPI887937	2016-11-25	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60456/2016	avian_flu	EPI887929	2016-12-02	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60457/2016	avian_flu	EPI887921	2016-12-06	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60458/2016	avian_flu	EPI887913	2016-12-10	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60459/2016	avian_flu	EPI887905	2016-12-12	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60460/2016	avian_flu	EPI887897	2016-12-13	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60461/2016	avian_flu	EPI887889	2016-12-20	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60462/2016	avian_flu	EPI887881	2016-12-16	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60463/2016	avian_flu	EPI887873	2016-11-15	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60465/2016	avian_flu	EPI887865	2016-12-09	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60466/2016	avian_flu	EPI887825	2016-11-21	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/60467/2016	avian_flu	EPI887857	2016-10-26	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/6306/2014	avian_flu	EPI566073	2014-12-27	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/6454/2017	avian_flu	EPI1103908	2017-01-06	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/6455/2016	avian_flu	EPI1103916	2016-12-13	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/6456/2017	avian_flu	EPI1103924	2017-01-09	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/6462/2017	avian_flu	EPI1103932	2017-01-01	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/6463/2017	avian_flu	EPI1103804	2017-01-07	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/6464/2017	avian_flu	EPI1103812	2017-01-12	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/7/2013	avian_flu	EPI447672	2013-04-03	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8/2013	avian_flu	EPI447665	2013-04-11	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8167/2016	avian_flu	EPI1103820	2016-12-16	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8173/2016	avian_flu	EPI1103828	2016-12-20	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8174/2016	avian_flu	EPI1103836	2016-12-19	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8178/2016	avian_flu	EPI1103844	2016-12-26	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8179/2016	avian_flu	EPI1103852	2016-12-27	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8180/2016	avian_flu	EPI1103860	2016-12-26	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8184/2016	avian_flu	EPI1103868	2016-12-28	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8186/2016	avian_flu	EPI1103190	2016-12-29	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8187/2016	avian_flu	EPI1103201	2016-12-30	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8188/2016	avian_flu	EPI1103212	2016-12-31	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8189/2016	avian_flu	EPI1103222	2016-12-31	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8190/2017	avian_flu	EPI1103234	2017-01-02	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8191/2017	avian_flu	EPI1103245	2017-01-03	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8192/2017	avian_flu	EPI1103256	2017-01-04	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8193/2017	avian_flu	EPI1103266	2017-01-04	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8195/2017	avian_flu	EPI1103276	2017-01-06	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8196/2017	avian_flu	EPI1103288	2017-01-06	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8197/2017	avian_flu	EPI1103298	2017-01-09	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8200/2016	avian_flu	EPI1103310	2016-12-24	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8201/2017	avian_flu	EPI1103320	2017-01-14	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8202/2016	avian_flu	EPI1103328	2016-12-19	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8203/2016	avian_flu	EPI1103336	2016-12-28	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8204/2016	avian_flu	EPI1103344	2016-12-23	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8206/2017	avian_flu	EPI1103352	2017-01-05	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/8207/2016	avian_flu	EPI1103360	2016-12-30	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/9/2013	avian_flu	EPI447658	2013-04-09	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/9041/2014	avian_flu	EPI628245	2014-01-20	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/9043/2014	avian_flu	EPI628237	2014-01-26	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/9049/2014	avian_flu	EPI628229	2014-02-05	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/9387/2014	avian_flu	EPI628053	2014-02-07	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/9389/2014	avian_flu	EPI628189	2014-01-07	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/98342/2014	avian_flu	EPI566121	2014-11-17	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/FF16068/2016	avian_flu	EPI1102314	2016-12-16	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/HM16001/2016	avian_flu	EPI1102322	2016-12-15	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/JT530/2016	avian_flu	EPI1102330	2016-12-24	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangsu/Wuxi04/2013	avian_flu	EPI756012	2013-04-26	china	china	jiangsu	jiangsu	human	beijing_institute_of_microbiology_and_epidemiology
A/Jiangsu/YY201602/2016	avian_flu	EPI1102338	2016-12-29	china	china	jiangsu	jiangsu	human	who_chinese_national_influenza_center
A/Jiangxi/1/2013	avian_flu	EPI447707	2013-04-24	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10661/2017	avian_flu	EPI1102346	2017-01-03	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10662/2017	avian_flu	EPI1102354	2017-01-06	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10663/2017	avian_flu	EPI1102362	2017-01-05	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10665/2017	avian_flu	EPI1102370	2017-01-07	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10666/2017	avian_flu	EPI1102378	2017-01-10	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10667/2017	avian_flu	EPI1102386	2017-01-10	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10668/2017	avian_flu	EPI1102394	2017-01-07	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10669/2017	avian_flu	EPI1102402	2017-01-10	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10670/2017	avian_flu	EPI1102410	2017-01-14	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10671/2017	avian_flu	EPI1102418	2017-01-19	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10672/2017	avian_flu	EPI1102426	2017-01-20	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10673/2017	avian_flu	EPI1102434	2017-01-22	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10674/2017	avian_flu	EPI1102442	2017-01-23	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10675/2017	avian_flu	EPI1102450	2017-01-24	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10676/2017	avian_flu	EPI1102458	2017-01-24	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10678/2017	avian_flu	EPI1102466	2017-01-27	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10679/2017	avian_flu	EPI1102474	2017-02-01	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10680/2017	avian_flu	EPI1102482	2017-02-02	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10682/2017	avian_flu	EPI1102490	2017-02-04	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/10683/2017	avian_flu	EPI971281	2017-02-03	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiangxi/27569/2014	avian_flu	EPI627837	2014-04-21	china	china	jiangxi	jiangxi	human	who_chinese_national_influenza_center
A/Jiaxing/20/2014	avian_flu	EPI535128	2014-01-18	china	china	zhejiang	jiaxing	human	hangzhou_center_for_disease_control_and_prevention
A/Jilin/10117/2014	avian_flu	EPI528295	2014-02-19	china	china	jilin	jilin	human	who_chinese_national_influenza_center
A/Jilin/24141/2017	avian_flu	EPI1102498	2017-04-20	china	china	jilin	jilin	human	who_chinese_national_influenza_center
A/Kunming/KMCDC-YHY/2017	avian_flu	EPI1154770	2017-03-02	china	china	yunnan	kunming	human	other_database_import
A/Liaoning/13453/2017	avian_flu	EPI1102506	2017-01-27	china	china	liaoning	liaoning	human	who_chinese_national_influenza_center
A/Liaoning/13454/2017	avian_flu	EPI971313	2017-01-27	china	china	liaoning	liaoning	human	who_chinese_national_influenza_center
A/Liaoning/14356/2017	avian_flu	EPI1102514	2017-01-27	china	china	liaoning	liaoning	human	who_chinese_national_influenza_center
A/Liaoning/14358/2017	avian_flu	EPI1102522	2017-01-27	china	china	liaoning	liaoning	human	who_chinese_national_influenza_center
A/Liaoning/28252/2017	avian_flu	EPI1102530	2017-04-19	china	china	liaoning	liaoning	human	who_chinese_national_influenza_center
A/Liaoning/44068/2016	avian_flu	EPI1102538	2016-06-13	china	china	liaoning	liaoning	human	who_chinese_national_influenza_center
A/Mallard/Sweden/1621	avian_flu	EPI617137	2002-12-12	europe	sweden	sweden	sweden	avian	other_database_import
A/Minhang/S01/2013	avian_flu	EPI941036	2013-02-27	china	china	shanghai	shanghai	human	other_database_import
A/Nanchang/1/2013	avian_flu	EPI461483	2013-04-24	china	china	jiangxi	nanchang	human	other_database_import
A/Nanjing/1/2013	avian_flu	EPI453601	2013-03-28	china	china	jiangsu	nanjing	human	other_database_import
A/Nanjing/105/2014	avian_flu	EPI556454	2014-01-05	china	china	jiangsu	nanjing	human	jiangsu_provincial_center_for_disease_control_&_prevention
A/Nanjing/2/2013	avian_flu	EPI497811	2013-04-05	china	china	jiangsu	nanjing	human	other_database_import
A/Nanjing/3/2013	avian_flu	EPI460764	2013-04-19	china	china	jiangsu	nanjing	human	jiangsu_provincial_center_for_disease_control_&_prevention
A/Nanjing/4/2013	avian_flu	EPI497819	2013-04-07	china	china	jiangsu	nanjing	human	other_database_import
A/Nanjing/5/2013	avian_flu	EPI460772	2013-04-25	china	china	jiangsu	nanjing	human	jiangsu_provincial_center_for_disease_control_&_prevention
A/Nanjing/6/2013	avian_flu	EPI497899	2013-04-11	china	china	jiangsu	nanjing	human	other_database_import
A/Nanjing/7/2013	avian_flu	EPI497915	2013-04-13	china	china	jiangsu	nanjing	human	other_database_import
A/Nanjing/M2/2013	avian_flu	EPI453647	2013-04-26	china	china	jiangsu	nanjing	human	jiangsu_provincial_center_for_disease_control_&_prevention
A/Nanjing/f0874/2013	avian_flu	EPI460748	2013-04-09	china	china	jiangsu	nanjing	human	jiangsu_provincial_center_for_disease_control_&_prevention
A/OrdosInnerMongolia/526/2017	avian_flu	EPI1145170	2017-05-26	?	?	?	?	human	inner_mongolia_agricultural_university
A/Pigeon/Jiangsu/1230	avian_flu	EPI666962	2014-12-30	china	china	china	china	avian	institute_of_microbiology,_chinese_academy_of_sciences
A/Pigeon/Shanghai/S1069/2013	avian_flu	EPI440698	2013-04-02	china	china	shanghai	shanghai	avian	harbin_veterinary_research_institute_(caas)
A/Pigeon/Wuxi/405	avian_flu	EPI545800	2013-04-05	china	china	jiangsu	jiangsu	avian	other_database_import
A/Qingyuan/GIRD01/2017	avian_flu	EPI965013	2017-01-14	china	china	guangdong	qingyuan	human	other_database_import
A/Qingyuan/GIRD1/2017	avian_flu	EPI918730	2017-01-14	china	china	guangdong	qingyuan	human	guangzhou_institute_of_respiratory_diseases_(gird)
A/Quzhou/1/2015	avian_flu	EPI621126	2015-04-25	china	china	zhejiang	quzhou	human	other_database_import
A/Quzhou/2/2015	avian_flu	EPI621133	2015-04-23	china	china	zhejiang	quzhou	human	other_database_import
A/Ruddyturnstone/DE/1538	avian_flu	EPI307290	2000-XX-XX	north_america	usa	delaware	delaware	avian	other_database_import
A/Sdyt/1/2016	avian_flu	EPI1102546	2016-02-17	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Sdyt/2/2016	avian_flu	EPI1102554	2016-04-28	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shaanxi/29410/2017	avian_flu	EPI1102562	2017-05-05	china	china	shaanxi	shaanxi	human	who_chinese_national_influenza_center
A/Shaanxi/29412/2017	avian_flu	EPI1022670	2017-05-05	china	china	shaanxi	shaanxi	human	who_chinese_national_influenza_center
A/Shaanxi/32282/2017	avian_flu	EPI1102570	2017-05-02	china	china	shaanxi	shaanxi	human	who_chinese_national_influenza_center
A/Shaanxi/32284/2017	avian_flu	EPI1102578	2017-05-05	china	china	shaanxi	shaanxi	human	who_chinese_national_influenza_center
A/Shaanxi/32285/2017	avian_flu	EPI1102586	2017-05-13	china	china	shaanxi	shaanxi	human	who_chinese_national_influenza_center
A/Shaanxi/32287/2017	avian_flu	EPI1102594	2017-06-06	china	china	shaanxi	shaanxi	human	who_chinese_national_influenza_center
A/Shandong-Laiwu/2/2017	avian_flu	EPI1102618	2017-01-06	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shandong-Qingdao/3/2017	avian_flu	EPI1102626	2017-01-24	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shandong-Rizhao/1/2017	avian_flu	EPI1102634	2017-01-02	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shandong-Rizhao/4/2017	avian_flu	EPI1102642	2017-02-16	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shandong-Taian/1/2015	avian_flu	EPI628781	2015-03-07	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shandong/1/2013	avian_flu	EPI447721	2013-04-21	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shandong/1/2014	avian_flu	EPI627805	2014-05-22	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shandong/19419/2017	avian_flu	EPI1102602	2017-02-24	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shandong/2/2014	avian_flu	EPI627861	2014-03-04	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shandong/21077/2017	avian_flu	EPI1102610	2017-01-07	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shandong/68A/2013	avian_flu	EPI457430	2013-04-28	china	china	shandong	shandong	human	who_chinese_national_influenza_center
A/Shandong/C44/2015	avian_flu	EPI666970	2015-04-10	china	china	shandong	shandong	avian	institute_of_microbiology,_chinese_academy_of_sciences
A/Shanghai/1/2013	avian_flu	EPI439488	2013-02-28	china	china	shanghai	shanghai	laboratoryderived	who_chinese_national_influenza_center
A/Shanghai/1/2014	avian_flu	EPI531475	2014-01-03	china	china	shanghai	shanghai	human	other_database_import
A/Shanghai/10/2013	avian_flu	EPI447810	2013-04-09	china	china	shanghai	shanghai	human	who_chinese_national_influenza_center
A/Shanghai/11/2013	avian_flu	EPI447802	2013-04-10	china	china	shanghai	shanghai	human	who_chinese_national_influenza_center
A/Shanghai/12/2013	avian_flu	EPI447794	2013-04-10	china	china	shanghai	shanghai	human	who_chinese_national_influenza_center
A/Shanghai/13/2013	avian_flu	EPI447785	2013-04-10	china	china	shanghai	shanghai	human	who_chinese_national_influenza_center
A/Shanghai/14/2013	avian_flu	EPI447778	2013-04-10	china	china	shanghai	shanghai	human	who_chinese_national_influenza_center
A/Shanghai/15/2013	avian_flu	EPI447742	2013-04-09	china	china	shanghai	shanghai	human	who_chinese_national_influenza_center
A/Shanghai/16/2013	avian_flu	EPI447735	2013-04-10	china	china	shanghai	shanghai	human	who_chinese_national_influenza_center
